x0,vx0,y0,vy0,m,Q,Bz,Ex,Ey,particle
0.0,55.80163086694265,0.5613438613525488,1.5964862371457267,8.90976927035376e-05,6.342942791943549e-11,-8.651715576145012e-06,-23967.06308207454,2164.5447287704164,0.0
0.0,46.947482025808426,0.5256906462957915,2.01827528312914,0.00012326488157590645,9.803472399554184e-11,-9.111710745992418e-06,-23865.280650221466,2160.7895928411917,1.0
0.0,56.2362009169245,0.5014209802912157,1.3704075325916636,6.330512585001135e-05,1.8958796992409033e-10,-8.980491957765238e-06,-25597.40609092812,2283.4352443051375,0.0
0.0,49.04061556667231,0.45127635729046583,2.0612186040945697,6.224037994850664e-05,9.000028822502527e-11,-9.204237211682423e-06,-28008.852030616312,2215.7083475168743,1.0
0.0,47.13311284823196,0.568036465861393,2.9974808265217048,8.481266382488792e-05,5.576424042744304e-11,-1.0550100030032091e-05,-26353.518523637915,2067.43255775845,1.0
0.0,50.94106399311432,0.48985758999382684,1.2397477703169146,7.501420720574502e-05,9.747121634540411e-11,-9.773509436131901e-06,-25092.5616655494,2329.4613422683465,1.0
0.0,48.88920744794591,0.4837083058422136,1.5460031799118448,7.876672004304393e-05,2.6880080421422536e-12,-8.934693557640663e-06,-24613.850198802098,2229.666132831676,1.0
0.0,45.047421930128195,0.4784921890179819,1.5646291155499508,0.00010289169404217294,8.707395910720066e-11,-1.0064075917363684e-05,-23577.79218052457,2013.721116135555,1.0
0.0,47.209935801242025,0.4820999033367655,1.9639619467719098,7.978926678932545e-05,-3.4047222500590824e-11,-1.0359287897992427e-05,-26118.152382766068,2214.88723167505,1.0
0.0,57.348129155049016,0.5191924287756411,2.3171402310273272,9.214238407738815e-05,1.089624421916059e-10,-1.0671140244158543e-05,-24861.293566211145,2244.426484454105,0.0
0.0,47.36167828223278,0.460143370357151,1.0852515082607246,6.260482708597279e-05,1.0899808049020101e-10,-1.1202663081829406e-05,-24731.78427474997,2415.2885039813746,0.0
0.0,54.3505672934946,0.5424402831495255,1.4625295543975387,7.410333958047826e-05,5.0996016666729907e-11,-1.093705425712633e-05,-25714.25705815301,2214.439749355025,0.0
0.0,49.83894790688391,0.42955718704057944,1.7710297354523836,6.78560266009268e-05,6.398017953743961e-11,-1.1831341021797668e-05,-27031.47453686531,2317.741560940918,1.0
0.0,51.31196445264874,0.4400339186003267,1.8891514734540351,2.721532978901097e-05,9.563616504444985e-11,-9.303968083689308e-06,-23988.42096084423,2190.8197582361554,1.0
0.0,45.86960584345361,0.5209772287333064,2.430544910333013,5.5289204112820726e-05,1.0111972889778662e-10,-7.937952389255891e-06,-24004.848284396467,2327.3269036782453,1.0
0.0,45.137279501428665,0.5278527050972425,2.091627546634657,0.0001233896688076779,9.637290844670865e-11,-8.818326402819575e-06,-24733.048497702348,2196.9153859695216,1.0
0.0,49.38737814928928,0.5411737759265426,0.8581013728329318,0.00011662794666491958,7.02729067273986e-11,-9.920263812592863e-06,-24716.66349867994,1951.3958024545989,1.0
0.0,47.76255641030095,0.4826422312666431,1.079188024835033,7.157443877056745e-05,1.9383134129879888e-11,-1.1684734215403761e-05,-23665.461582557313,2116.865760555375,1.0
0.0,49.968340800516714,0.5389830024528504,2.8339651888545765,7.060472149815755e-05,7.068689865310739e-11,-1.094699493264732e-05,-24130.573455941074,2273.457326645394,1.0
0.0,52.50233508138191,0.4880446610393017,1.6231306048606435,0.00011052721886552861,2.2609760485075627e-11,-9.252594530604774e-06,-24411.551304178127,2184.8222960853886,1.0
0.0,53.803951734313365,0.4564249448236245,0.9285071058994889,5.536645267479269e-05,1.2605557251298545e-10,-8.159092716873414e-06,-23411.229834496826,1996.4935060024886,0.0
0.0,51.72689886708037,0.5147987692537676,0.6918491574973684,8.053940410258876e-05,1.434130418584291e-10,-1.0972847093747641e-05,-21624.709016338325,2216.0627381199756,1.0
0.0,56.777799933673215,0.4810189962866422,2.3731844960272395,7.815969964522151e-05,1.1285382912005501e-10,-7.101974256297855e-06,-22763.89618677183,2252.70556691417,0.0
0.0,44.869174379431215,0.4089517902134936,1.6916881544028584,6.229563632241822e-05,1.0049687793027667e-10,-1.0257272612822863e-05,-25168.746051204536,2104.5916245093454,1.0
0.0,54.13197933266446,0.47831696622775205,1.5222379489302735,6.963454646786352e-05,6.579889253648501e-11,-1.0297637464850483e-05,-22506.98606156788,2154.5710623276314,0.0
0.0,52.80351362432671,0.4922964704375402,2.030782797972695,0.0001607867630982435,1.4213576213249391e-11,-1.0107180782803463e-05,-28115.43233730471,2071.659654700201,1.0
0.0,60.04579800331862,0.44686644252054764,0.6816561458289832,6.401809623198962e-05,1.139183478055978e-10,-1.0931914575798879e-05,-22920.65787657081,2080.5213708523115,0.0
0.0,50.07368928579629,0.5980081317289634,1.8410813400445065,8.992826491033173e-05,1.6483586035253154e-10,-1.0375874709537086e-05,-19490.57529478825,2349.412487429794,1.0
0.0,50.48492869008362,0.4280054194146329,0.47230213680198607,6.98213451717744e-05,9.55451914786558e-11,-1.017410294430455e-05,-24154.745933751838,2351.76267598451,0.0
0.0,47.81141024134224,0.5351244806337353,1.2124120321943077,0.00010309730907647075,9.169575396560553e-11,-1.1767247145221705e-05,-26074.390767306853,2073.7294780425977,1.0
0.0,51.566129787784114,0.5106569918733125,1.111534145634533,7.426109638847634e-05,6.849479056079713e-11,-1.0692096263699152e-05,-27176.7056194533,2098.203104697464,0.0
0.0,56.49978911206902,0.5102168892300138,1.5262243358719059,4.2265502632551455e-05,1.231606857137298e-10,-8.687301362802667e-06,-23640.72023301174,2201.804006432286,0.0
0.0,45.30134395266187,0.5669169465592212,1.9404097728763767,3.7390401545433154e-05,6.503223474274494e-11,-1.0621703471804126e-05,-24852.26399859178,2312.1818719056614,1.0
0.0,51.000958042325195,0.5595901391342097,2.5086783945967297,8.71925164802342e-05,3.983553314770967e-11,-7.024729031715105e-06,-20408.437215826587,2257.706511557073,1.0
0.0,50.51542609211548,0.4518221468869922,1.3180524566945235,6.217671529862553e-05,7.416508015211043e-11,-9.879466619815844e-06,-25483.84073357923,2186.125320880219,0.0
0.0,51.6859804383447,0.4798386561941538,0.32525407214518476,4.9405097121266296e-05,8.751048848824062e-11,-1.135131873768081e-05,-26733.5183327686,2118.684540184254,0.0
0.0,55.37729016017214,0.4134455748540589,2.0888589454308617,7.155623024709524e-05,1.1717829283941627e-10,-9.783277845081003e-06,-27132.907214232386,2078.5298784072515,0.0
0.0,46.63272267737616,0.5333673196082289,1.2109909598308644,0.00018292224898660084,9.617290210995819e-11,-8.844050776994663e-06,-26089.099684328954,2238.710441026867,1.0
0.0,53.147954119272434,0.5464226186657698,1.3109215429865488,6.279169687273225e-05,5.606720821381379e-11,-1.0574882913405719e-05,-27404.001392972685,2389.725351156157,0.0
0.0,49.825617900714256,0.4482652117258649,1.5057611592752924,5.917860769853566e-05,1.0374612137537889e-10,-9.8398739563567e-06,-22826.12197644453,2191.3806033707833,0.0
0.0,46.12347679832055,0.534614279376664,3.50455769429716,7.128927874560636e-05,7.211082304410106e-11,-1.042893701324726e-05,-28937.339824114544,2044.3499662975028,1.0
0.0,57.53072880620825,0.5156760278651432,0.8593771404654857,8.29429209419049e-05,9.695409519152715e-11,-7.81048444853819e-06,-27345.17136555709,2247.2338120552977,0.0
0.0,48.114098994077075,0.6299563741052187,1.6571435447865508,9.103562584677122e-05,3.7986290406385305e-11,-1.0168713010820036e-05,-27510.16514451085,2285.1556727524453,1.0
0.0,50.5373997391287,0.46845111244130444,2.5308150359672457,7.234434321286947e-05,9.40906422549669e-11,-1.044765455085717e-05,-23415.87213202716,2401.8265201155014,1.0
0.0,57.00653423327688,0.4630716000136902,0.9513403931486648,0.00010169828405537003,7.358266331363947e-11,-1.2160386139461449e-05,-30130.85209696014,2129.1616708593565,0.0
0.0,46.9601932466571,0.5475902380338604,1.7247925349933426,0.00011222034772696246,1.3745587723563845e-10,-1.0852623406195747e-05,-27070.9558764135,2002.4548987518642,1.0
0.0,54.91962612483206,0.4892156790633106,0.5455754101483294,7.030398835756266e-05,1.1060937576745808e-10,-9.31749302976414e-06,-26402.283960330307,2213.792072925112,0.0
0.0,56.74495073155477,0.5350072317034081,2.3041705224102724,8.844224510166153e-05,9.691038628778394e-11,-8.990295646472012e-06,-25892.410821719386,2294.9430785652376,0.0
0.0,51.04509970203294,0.5276117283038688,1.570345817506455,9.481988954729273e-05,9.154214998581316e-11,-1.131695312151164e-05,-26974.114020551948,2282.6071780612288,1.0
0.0,50.789531963387,0.48743119825619696,1.9602672126517837,9.588487938666566e-05,4.838889010394233e-11,-1.271796038285002e-05,-22719.495869463477,2200.020441125236,1.0
0.0,57.405978491346794,0.494639399009124,1.4640133743891381,6.20358887065138e-05,1.5126489144777025e-10,-1.133519618377328e-05,-23232.437436919,2372.079019371079,0.0
0.0,50.418215630708964,0.5202444629595444,2.165942182332744,4.691022092596655e-05,4.9169281682570987e-11,-8.93314212923705e-06,-23692.620481160902,2174.320151510215,0.0
0.0,50.51023387890497,0.496626878323375,1.859587238421514,8.602064158954835e-05,9.031225118192569e-11,-9.839520104900742e-06,-24457.80213875948,2138.455747869798,0.0
0.0,50.25544976506657,0.5347557147399558,0.973701769451034,9.455096415617381e-05,1.1172281600320386e-10,-9.223267751550633e-06,-23167.863454596634,1981.8859892439277,1.0
0.0,47.83262651130758,0.43537557710180963,1.3754830615728602,5.956353238069e-05,8.744168624110574e-11,-1.073099564296516e-05,-29040.9403496918,2319.769324842789,0.0
0.0,51.80564101103511,0.5059718756444855,0.8070380884342119,4.89718607221291e-05,1.3960660481054384e-10,-9.518978596698448e-06,-26775.12993443017,2057.9486156944786,0.0
0.0,46.097022779818666,0.46481273462678957,0.4691036569717264,0.00011951691327946548,8.853560559499146e-11,-9.797274338190897e-06,-26270.773225904773,2140.521943690134,1.0
0.0,60.24371511380646,0.571487230422749,1.4844783713259142,9.649950209991152e-05,7.700068517336466e-11,-8.666608163092624e-06,-24730.959159735034,2191.449059706116,0.0
0.0,50.46422924699732,0.47472718242556033,0.4740882696389431,7.202864226074956e-05,1.214862639965556e-10,-9.66722624967357e-06,-28034.410121116296,2240.6191331152254,0.0
0.0,52.48013606707722,0.5422942624957348,0.9020085898505887,5.977476647143163e-05,1.045809625688493e-10,-8.562281427662338e-06,-21284.733726692437,2218.5063177965094,0.0
0.0,66.29646853782447,0.5736933657169986,1.7921239328117011,1.9566769342917168e-05,1.571228620131069e-10,-1.1275831848439338e-05,-26233.09401661305,2229.4991540718484,0.0
0.0,47.439239365623024,0.48567610716398807,2.0328839650138524,0.00011843823147283051,3.984192803889927e-11,-1.0744778708084847e-05,-23547.170253427535,2231.9387905490835,1.0
0.0,56.83983203107443,0.5191006413892505,0.1244925609342522,4.914615671022104e-05,1.3159638490440723e-10,-7.889924900556952e-06,-27176.66917352805,2236.8334220064576,0.0
0.0,47.41472639091098,0.4894164534589244,1.4268721396544444,8.137232876417615e-05,6.471314772488703e-11,-9.20517426241929e-06,-26431.294591668873,2332.5923791324644,1.0
0.0,47.29078443321644,0.5686238895918341,2.369470021355945,0.00011144627035752157,-1.669291923737637e-12,-1.025511853420444e-05,-26767.279306528002,2297.2926665414307,1.0
0.0,48.02794122566025,0.4434265842630594,1.9960777317963494,0.00012044859673439022,4.493044730528724e-11,-9.895065044267023e-06,-25850.323556473882,2075.31544803328,1.0
0.0,47.63321822364971,0.5288231469359292,1.16614110844911,5.25392524120559e-05,5.801114003192185e-11,-1.0855659103605278e-05,-27349.18371771344,2152.7467299576588,0.0
0.0,49.124808980803664,0.4917712182880211,2.2709043234690283,0.00013083686473573715,2.29403941309958e-13,-9.786705656466385e-06,-25214.628137689622,2179.5033020589635,1.0
0.0,53.54093073555337,0.44185750738167084,0.9250254970350342,0.00010933970554721129,1.2905961525434941e-10,-9.039006034725824e-06,-26554.550238283966,2285.655455105898,0.0
0.0,62.386984847390906,0.4237437847341356,1.5085018861362405,5.540025305144827e-05,1.0614652076146774e-10,-1.0063006565951808e-05,-23292.905121645752,2331.45647576248,0.0
0.0,48.31322209557616,0.5008205479588047,1.0027926958082183,9.066689563474253e-05,1.0460705790851934e-10,-1.0602685226525575e-05,-22018.691204037703,2297.5685704965017,0.0
0.0,49.02477582355647,0.4752736965491422,1.308125351479482,6.0768144624287425e-05,6.361707746839147e-11,-7.785013605969991e-06,-24677.984086198147,2113.5597178155735,0.0
0.0,49.98078316428659,0.5100607603562675,1.3212373576157483,8.542845230897724e-05,6.250803622931289e-11,-1.0270874280136334e-05,-26982.77255945176,2243.523250902626,0.0
0.0,59.40567515697456,0.5143950395593929,2.589288541941941,5.055091744048677e-05,1.0940553034031325e-10,-1.0685639515760733e-05,-25121.00234810272,2101.4107332220397,0.0
0.0,50.2876831913055,0.504039427283956,-0.39295615553631036,7.58215123471055e-05,7.970268450870342e-11,-9.690535208757117e-06,-25399.457106983977,2243.1228362940806,0.0
0.0,50.80749231773176,0.6178990661770589,1.0039049065058308,1.9799462830219762e-05,6.604063381006779e-11,-9.308229599979752e-06,-23861.945677798998,2217.8348134767393,1.0
0.0,45.10356124616817,0.48854491986132265,2.1554639282353922,0.00011116468752110509,5.010903825264018e-11,-9.725090877278041e-06,-24883.199526782853,2233.8213748050166,1.0
